trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
31,long,2025-10-21T16:30:00Z,2025-10-21T20:00:00Z,2.678,2.556,18.88,50.56064,-2.35,-4.65,0.08,0.16,-2.33,-4.60,12.77,12.77,7,Long,Long Exit
32,short,2025-10-22T00:30:00Z,2025-10-23T16:30:00Z,2.4818,2.4818,21.42,53.160156,-0.05,-0.10,3.06,5.75,-0.38,-0.72,12.71,12.71,80,Short,Short Exit
33,long,2025-10-24T10:00:00Z,2025-10-28T05:30:00Z,2.4782,2.5647,36.91,91.470362,3.1,3.39,8.78,9.60,-1.42,-1.55,15.81,15.81,183,Long,Long Exit
34,short,2025-10-28T21:00:00Z,2025-11-01T21:30:00Z,2.4953,2.3812,19.56,48.808068,2.18,4.47,5.63,11.54,-1.89,-3.88,18,18.00,193,Short,Close entry(s) order Short
35,short,2025-11-03T04:00:00Z,2025-11-07T04:30:00Z,2.2071,1.9983,18.5,40.83135,3.82,9.36,7.13,17.46,-0.41,-1.01,21.82,21.82,193,Short,Close entry(s) order Short
36,long,2025-11-07T17:30:00Z,2025-11-11T18:00:00Z,2.1398,2.0728,14.89,31.861622,-1.03,-3.23,1.32,4.15,-1.4,-4.38,20.79,20.79,193,Long,Close entry(s) order Long
37,short,2025-11-11T19:00:00Z,2025-11-15T19:30:00Z,2.0621,1.7877,33.56,69.204076,9.14,13.21,11.92,17.22,-1.24,-1.79,29.94,29.94,193,Short,Close entry(s) order Short
38,short,2025-11-16T16:00:00Z,2025-11-18T15:00:00Z,1.6695,1.6695,32.29,53.908155,-0.05,-0.10,2.93,5.44,-2.12,-3.94,29.88,29.88,94,Short,Short Exit
39,short,2025-11-19T17:00:00Z,2025-11-20T02:00:00Z,1.5515,1.6404,29.27,45.412405,-2.65,-5.83,1.24,2.74,-2.62,-5.78,27.23,27.23,18,Short,Short Exit
40,short,2025-11-20T17:30:00Z,2025-11-24T17:30:00Z,1.4985,1.4985,24.17,36.218745,-0.04,-0.10,4.53,12.49,-1.26,-3.47,27.2,27.20,192,Short,Short Exit
41,long,2025-11-24T19:00:00Z,2025-11-28T19:30:00Z,1.5275,1.5321,26.84,40.9981,0.08,0.20,2.38,5.81,-1.88,-4.57,27.28,27.28,193,Long,Close entry(s) order Long
42,short,2025-11-29T02:30:00Z,2025-11-30T13:00:00Z,1.5176,1.5558,66.98,101.648848,-2.66,-2.62,2.19,2.15,-2.61,-2.57,24.62,24.62,69,Short,Short Exit
