trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
30,long,2025-09-28T21:00:00Z,2025-09-30T09:00:00Z,3.2327,3.219,36.71,118.672417,-0.62,-0.52,3.41,2.87,-1.13,-0.95,18.07,18.07,72,Long,Close Long
31,short,2025-09-30T09:30:00Z,2025-10-01T10:30:00Z,3.2227,3.3929,36.63,118.047501,-6.36,-5.38,2.57,2.18,-6.88,-5.82,11.72,11.72,50,Short,Close Short
32,long,2025-10-01T11:00:00Z,2025-10-04T02:00:00Z,3.3971,3.5508,32.88,111.696648,4.94,4.42,8.79,7.86,-0.31,-0.28,16.66,16.66,126,Long,Close Long
33,short,2025-10-04T02:30:00Z,2025-10-05T00:30:00Z,3.5487,3.6734,32.87,116.645769,-4.22,-3.61,1.85,1.59,-4.66,-4.00,12.44,12.44,44,Short,Close Short
34,long,2025-10-05T01:00:00Z,2025-10-05T19:30:00Z,3.5837,3.5546,31.37,112.420669,-1.02,-0.91,3.28,2.91,-1.22,-1.09,11.42,11.42,37,Long,Close Long
35,short,2025-10-05T20:00:00Z,2025-10-06T10:00:00Z,3.5323,3.6527,31.54,111.408742,-3.91,-3.51,0.14,0.13,-4.21,-3.77,7.51,7.51,28,Short,Close Short
36,long,2025-10-06T10:30:00Z,2025-10-07T08:30:00Z,3.6316,3.5729,29.6,107.49536,-1.84,-1.71,2.25,2.09,-2.16,-2.01,5.66,5.66,44,Long,Close Long
37,short,2025-10-07T09:00:00Z,2025-10-12T18:30:00Z,3.591,2.7897,29.42,105.64722,23.48,22.21,89.16,84.35,-0.93,-0.88,29.14,29.14,259,Short,Close Short
38,long,2025-10-12T19:00:00Z,2025-10-14T06:30:00Z,2.7844,2.7673,46.38,129.140472,-0.92,-0.71,10.55,8.17,-2.26,-1.75,28.22,28.22,71,Long,Close Long
39,short,2025-10-14T07:00:00Z,2025-10-18T12:30:00Z,2.7261,2.4908,47.03,128.208483,10.94,8.53,20.95,16.34,-7.77,-6.06,39.16,39.16,203,Short,Close Short
40,long,2025-10-18T13:00:00Z,2025-10-20T18:30:00Z,2.491,2.5634,55.86,139.14726,3.9,2.80,10.38,7.45,-2.9,-2.08,43.07,43.07,107,Long,Close Long
41,short,2025-10-20T19:00:00Z,2025-10-21T18:00:00Z,2.581,2.6115,55.43,143.06483,-1.83,-1.28,6.18,4.31,-5.79,-4.04,41.23,41.23,46,Short,Close Short
42,long,2025-10-21T18:30:00Z,2025-10-21T22:30:00Z,2.6056,2.5339,54.2,141.22352,-4.03,-2.85,0.75,0.53,-4.14,-2.93,37.21,37.21,8,Long,Close Long
43,short,2025-10-21T23:00:00Z,2025-10-23T17:00:00Z,2.5188,2.4833,54.47,137.199036,1.8,1.31,9.79,7.13,-0.44,-0.32,39,39.00,84,Short,Close Short
44,long,2025-10-23T17:30:00Z,2025-10-24T00:30:00Z,2.4716,2.4089,56.24,139.002784,-3.66,-2.63,1.72,1.24,-3.85,-2.77,35.34,35.34,14,Long,Close Long
45,short,2025-10-24T01:00:00Z,2025-10-24T07:30:00Z,2.4285,2.4752,55.73,135.340305,-2.74,-2.02,1.75,1.30,-3.42,-2.53,32.6,32.60,13,Short,Close Short
46,long,2025-10-24T08:00:00Z,2025-10-27T15:00:00Z,2.46,2.5948,53.9,132.594,7.13,5.37,13.81,10.41,-1.1,-0.83,39.73,39.73,158,Long,Close Long
47,short,2025-10-27T15:30:00Z,2025-11-01T07:30:00Z,2.619,2.3837,53.35,139.72365,12.42,8.88,21.96,15.71,-3.53,-2.52,52.15,52.15,224,Short,Close Short
48,long,2025-11-01T08:00:00Z,2025-11-02T11:30:00Z,2.3794,2.3612,63.94,152.138836,-1.32,-0.86,1.39,0.92,-3.09,-2.03,50.84,50.84,55,Long,Close Long
49,short,2025-11-02T14:00:00Z,2025-11-05T14:30:00Z,2.3419,2.0402,64.4,150.81836,19.29,12.78,33.51,22.21,-1.37,-0.91,70.12,70.12,145,Short,Close Short
50,long,2025-11-05T15:00:00Z,2025-11-06T09:30:00Z,2.0307,1.9836,83.77,170.111739,-4.11,-2.42,2.2,1.29,-4.27,-2.51,66.01,66.01,37,Long,Close Long
51,short,2025-11-06T10:00:00Z,2025-11-07T18:00:00Z,1.9878,2.1357,83.51,166.001178,-12.52,-7.54,7.14,4.30,-13.53,-8.15,53.49,53.49,64,Short,Close Short
52,long,2025-11-07T18:30:00Z,2025-11-08T17:00:00Z,2.1756,2.0811,70.54,153.466824,-6.82,-4.44,1.6,1.04,-8.27,-5.39,46.67,46.67,45,Long,Close Long
53,short,2025-11-08T17:30:00Z,2025-11-09T22:00:00Z,2.0895,2.1562,70.19,146.662005,-4.83,-3.29,2.91,1.98,-5.51,-3.75,41.84,41.84,57,Short,Close Short
54,long,2025-11-09T22:30:00Z,2025-11-11T07:00:00Z,2.1417,2.1144,66.22,141.823374,-1.95,-1.37,5.76,4.06,-3.43,-2.42,39.89,39.89,65,Long,Close Long
55,short,2025-11-11T07:30:00Z,2025-11-18T18:30:00Z,2.1052,1.6866,66.44,139.869488,27.69,19.78,34.97,24.99,-0.29,-0.21,67.58,67.58,358,Short,Close Short
56,long,2025-11-18T19:00:00Z,2025-11-19T06:30:00Z,1.686,1.6294,99.39,167.57154,-5.79,-3.45,1.18,0.70,-7.8,-4.65,61.79,61.79,23,Long,Close Long
57,short,2025-11-19T07:00:00Z,2025-11-20T13:00:00Z,1.6353,1.6485,98.93,161.780229,-1.47,-0.91,12.49,7.72,-2.95,-1.82,60.32,60.32,60,Short,Close Short
58,long,2025-11-20T13:30:00Z,2025-11-20T17:00:00Z,1.6404,1.5187,97.72,160.299888,-12.05,-7.51,1.86,1.16,-12.78,-7.97,48.27,48.27,7,Long,Close Long
59,short,2025-11-20T17:30:00Z,2025-11-23T04:30:00Z,1.4985,1.3966,98.93,148.246605,9.94,6.70,18.52,12.49,-5.15,-3.47,58.21,58.21,118,Short,Close Short
60,long,2025-11-23T05:00:00Z,2025-11-26T11:30:00Z,1.3936,1.5041,113.51,158.187536,12.38,7.82,25.29,15.98,-6.07,-3.84,70.59,70.59,157,Long,Close Long
61,short,2025-11-26T12:00:00Z,2025-11-26T21:00:00Z,1.5008,1.5429,113.66,170.580928,-4.96,-2.91,3.6,2.11,-6.23,-3.65,65.63,65.63,18,Short,Close Short
62,long,2025-11-26T21:30:00Z,2025-11-28T03:00:00Z,1.5522,1.5307,106.69,165.604218,-2.46,-1.48,3.3,1.99,-4.4,-2.66,63.17,63.17,59,Long,Close Long
63,short,2025-11-28T03:30:00Z,2025-11-28T15:30:00Z,1.5331,1.5938,106.43,163.167833,-6.63,-4.06,2.37,1.45,-6.84,-4.19,56.54,56.54,24,Short,Close Short
64,long,2025-11-28T16:00:00Z,2025-11-28T18:30:00Z,1.5826,1.5162,98.9,156.51914,-6.72,-4.29,0,0.00,-8,-5.11,49.82,49.82,5,Long,Close Long
65,short,2025-11-28T19:00:00Z,2025-11-30T10:30:00Z,1.5181,1.5419,98.69,149.821289,-2.5,-1.67,3.27,2.18,-3.03,-2.02,47.32,47.32,79,Short,Close Short
66,long,2025-11-30T11:00:00Z,2025-11-30T23:30:00Z,1.5247,1.4958,96.63,147.331761,-2.94,-1.99,4.23,2.87,-3.12,-2.11,44.39,44.39,25,Long,End Close
