trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
41,short,2025-10-28T06:30:00Z,2025-10-29T20:00:00Z,2.5828,2.5478,42.88,110.750464,1.39,1.26,6.98,6.30,-3.18,-2.87,12.15,12.15,75,Short,Close Short
42,long,2025-10-29T20:30:00Z,2025-10-30T01:00:00Z,2.5875,2.5137,43.33,112.116375,-3.31,-2.95,0.09,0.08,-4.63,-4.13,8.84,8.84,9,Long,Close Long
43,short,2025-10-30T01:30:00Z,2025-11-04T11:00:00Z,2.4958,2.054,43.61,108.841838,19.17,17.60,22.7,20.84,-1.97,-1.81,28.01,28.01,259,Short,Close Short
44,long,2025-11-04T11:30:00Z,2025-11-04T18:30:00Z,2.0518,1.9209,62.38,127.991284,-8.29,-6.47,2.04,1.59,-8.86,-6.92,19.72,19.72,14,Long,Close Long
45,short,2025-11-04T19:00:00Z,2025-11-05T04:30:00Z,1.9604,2.007,61.05,119.68242,-2.97,-2.48,8.49,7.09,-4.57,-3.82,16.76,16.76,19,Short,Close Short
46,long,2025-11-05T05:00:00Z,2025-11-06T02:30:00Z,2.0179,2.0131,57.86,116.755694,-0.39,-0.34,2.88,2.46,-2.04,-1.74,16.36,16.36,43,Long,Close Long
47,short,2025-11-06T08:00:00Z,2025-11-07T17:00:00Z,1.9916,2.1212,58.42,116.349272,-7.69,-6.61,5.22,4.48,-7.63,-6.55,8.67,8.67,66,Short,Emergency SL
48,long,2025-11-07T17:30:00Z,2025-11-08T14:30:00Z,2.1398,2.0779,50.78,108.659044,-3.25,-2.99,2.97,2.73,-3.84,-3.53,5.42,5.42,42,Long,Close Long
49,short,2025-11-08T15:00:00Z,2025-11-09T21:30:00Z,2.0893,2.1542,50.45,105.405185,-3.38,-3.21,2.08,1.97,-3.97,-3.76,2.04,2.04,61,Short,Close Short
50,long,2025-11-09T22:00:00Z,2025-11-11T07:30:00Z,2.1562,2.1052,47.32,102.031384,-2.51,-2.46,3.43,3.36,-3.14,-3.07,-0.48,-0.48,67,Long,Close Long
51,short,2025-11-11T08:00:00Z,2025-11-13T06:30:00Z,2.0829,2.0355,47.78,99.520962,2.17,2.18,6.39,6.42,-1.27,-1.28,1.69,1.69,93,Short,Close Short
52,long,2025-11-13T07:00:00Z,2025-11-13T18:30:00Z,2.0283,1.8721,50.13,101.678679,-7.93,-7.79,1.18,1.16,-8.27,-8.13,-6.24,-6.24,23,Long,Close Long
53,short,2025-11-13T19:00:00Z,2025-11-18T18:00:00Z,1.8676,1.6795,50.2,93.75352,9.35,9.97,14.5,15.46,-1.14,-1.21,3.12,3.12,238,Short,Close Short
54,long,2025-11-18T18:30:00Z,2025-11-19T06:00:00Z,1.6866,1.6222,61.13,103.101858,-4.04,-3.91,0.69,0.67,-4.83,-4.68,-0.92,-0.92,23,Long,Close Long
55,short,2025-11-19T06:30:00Z,2025-11-23T02:00:00Z,1.6294,1.3752,60.8,99.06752,15.36,15.50,19.34,19.51,-2.17,-2.19,14.44,14.44,183,Short,Close Short
56,long,2025-11-23T02:30:00Z,2025-11-26T12:30:00Z,1.3857,1.4836,82.58,114.431106,7.97,6.96,19.05,16.64,-3.77,-3.29,22.41,22.41,164,Long,Close Long
57,short,2025-11-26T13:00:00Z,2025-11-26T19:30:00Z,1.4757,1.5442,82.94,122.394558,-5.81,-4.74,0.54,0.44,-6.63,-5.41,16.6,16.60,13,Short,Close Short
58,long,2025-11-26T20:00:00Z,2025-11-28T02:00:00Z,1.544,1.5162,75.51,116.58744,-2.21,-1.90,2.95,2.53,-2.37,-2.03,14.39,14.39,60,Long,Close Long
59,short,2025-11-28T02:30:00Z,2025-11-28T11:00:00Z,1.5188,1.5593,75.3,114.36564,-3.17,-2.77,0.6,0.52,-4.55,-3.97,11.22,11.22,17,Short,Close Short
60,long,2025-11-28T15:00:00Z,2025-11-28T19:00:00Z,1.5798,1.5181,70.4,111.21792,-4.45,-4.00,1.35,1.22,-5.5,-4.94,6.77,6.77,8,Long,Close Long
61,short,2025-11-28T19:30:00Z,2025-11-30T10:00:00Z,1.5321,1.5466,69.69,106.772049,-1.12,-1.05,3.28,3.07,-1.14,-1.07,5.65,5.65,77,Short,Close Short
62,long,2025-11-30T10:30:00Z,2025-11-30T23:30:00Z,1.5419,1.4958,68.52,105.650988,-3.26,-3.09,1.82,1.72,-3.39,-3.21,2.39,2.39,26,Long,End Close
